Question	Answer	ArticleFile
Did the golden age of xylophones come before or after the first usage of the European-derived orchestral?	after	data/set2/a8

Did the golden age of xylophones come before or after the first usage of the European-derived orchestral?	After.	data/set2/a8

Does kelon increase or decrease tone quality of the xylophone?	no	data/set2/a8

Does kelon increase or decrease tone quality of the xylophone?	Decrease.	data/set2/a8

Do the different species of zebras interbreed?	no	data/set1/a9

Do the different species of zebras interbreed?	No	data/set1/a9

Do zebras sleep standing up?	yes	data/set1/a9

Do zebras sleep standing up?	Yes	data/set1/a9

Have plains zebras been crossed with mountain zebras?	yes	data/set1/a9

Have plains zebras been crossed with mountain zebras?	Yes	data/set1/a9

How many species of zebra are there?	three	data/set1/a9

How many species of zebra are there?	Three	data/set1/a9

What do zebras eat?	mainly grass	data/set1/a9

What do zebras eat?	Grasses, shrubs, herbs, twigs, leaves, and bark	data/set1/a9

What are zebras hunted for?	mainly for their skins	data/set1/a9

What are zebras hunted for?	Skins	data/set1/a9

What areas do the Grevy's Zebras inhabit?	semi-arid grasslands of Ethiopia and northern Kenya	data/set1/a9

What areas do the Grevy's Zebras inhabit?		data/set1/a9

Which species of zebra is known as the common zebra?	Plains Zebra (Equus quagga, formerly Equus burchelli)	data/set1/a9

Which species of zebra is known as the common zebra?	Plains Zebra	data/set1/a9

At what age can a zebra breed?	five or six	data/set1/a9

At what age can a zebra breed?	5 or 6	data/set1/a9

